seed,epoch,train_loss,val_loss,val_per
0,0,2.9145443439483643,2.361719673871994,0.7068631092402294
0,1,2.302980661392212,2.041092315993526,0.5985308076431018
0,2,2.1076877117156982,1.8828194465826857,0.5410837357104535
0,3,1.9799696207046509,1.7500641159035943,0.5034459989269944
0,4,1.8752896785736084,1.6653345188633961,0.46981139862160043
0,5,1.7875885963439941,1.5827522674067454,0.4631257480087491
0,6,1.7151455879211426,1.52008713605729,0.4357641038339317
0,7,1.6435692310333252,1.4615650068968535,0.41946267178407826
0,8,1.5843064785003662,1.4178881219164892,0.4079897651768396
0,9,1.5297207832336426,1.3660242540592498,0.3958152779497338
0,10,1.4819450378417969,1.3201263999058441,0.3770376790062317
0,11,1.4422255754470825,1.2991879905150696,0.37022822004869793
0,12,1.4004687070846558,1.2636467325077816,0.35991085799182865
0,13,1.363727331161499,1.232931881093166,0.3489744542115472
0,14,1.3283426761627197,1.203227797878737,0.34179357021996615
0,15,1.296077847480774,1.180469775064425,0.3356031529858446
0,16,1.2669111490249634,1.1575736977667972,0.3309809747843671
0,17,1.2367491722106934,1.1400854769924824,0.3287936940283108
0,18,1.2086124420166016,1.1183072152208875,0.3190953736948537
0,19,1.183158278465271,1.1033938814631916,0.3141843093557839
0,20,1.1548130512237549,1.0894265408119694,0.3116256035656803
0,21,1.13270902633667,1.0678796416063878,0.30968593949898887
0,22,1.106675624847412,1.0491198523139411,0.30415583343650693
0,23,1.0849339962005615,1.0437029355374927,0.3001114275102142
0,24,1.0622422695159912,1.0314513501668856,0.29891461351161736
0,25,1.0402979850769043,1.0185385715766726,0.29041310717675706
0,26,1.0226695537567139,1.0221982298545877,0.2936733935867277
0,27,0.9972667098045349,0.9939070911294865,0.2898353349015724
0,28,0.9774463176727295,0.9884235331026668,0.28711155131855887
0,29,0.9547504186630249,0.9865796200507744,0.28248937311708144
0,30,0.9423003196716309,0.9738896357911554,0.27865131443192603
0,31,0.9212549924850464,0.957793010064316,0.27807354215674135
0,32,0.9013125896453857,0.9591054411033507,0.27832115884610625
0,33,0.8830828666687012,0.942406624589454,0.2748132557467707
0,34,0.8626870512962341,0.9350306287365542,0.2715116998885725
0,35,0.8450766205787659,0.9276415383485569,0.27014980809706574
0,36,0.827503502368927,0.9290506268978458,0.26775618009987207
0,37,0.8116020560264587,0.9135713392212479,0.2613181461763856
0,38,0.7956970930099487,0.9115208514966071,0.2630101935537122
0,39,0.7791517972946167,0.9154149079356682,0.26144195452106805
0,40,0.7639731168746948,0.9129483868748965,0.25999752383310637
0,41,0.7472240328788757,0.8990657534217462,0.2550451900458091
0,42,0.7322542667388916,0.9023590110887942,0.2567785068713631
